; feature outer perimeter layer 516
137.261 , 135.761
140.406 , 135.166
141.921 , 134.858
142.223 , 134.820
142.440 , 134.829
142.591 , 134.855
142.805 , 134.923
142.936 , 134.986
143.070 , 135.072
143.155 , 135.147
143.279 , 135.307
143.328 , 135.422
143.353 , 135.581
143.344 , 135.651
143.271 , 135.808
143.097 , 136.040
142.835 , 136.316
142.624 , 136.485
142.354 , 136.656
142.028 , 136.828
141.882 , 136.895
141.527 , 137.022
140.498 , 137.298
138.755 , 137.850
137.892 , 138.085
137.136 , 138.261
136.275 , 138.402
135.565 , 138.492
134.692 , 138.595
133.992 , 138.645
131.423 , 138.718
129.154 , 138.689
127.277 , 138.742
124.337 , 138.865
122.785 , 138.874
122.629 , 138.895
122.448 , 138.951
122.083 , 139.112
121.856 , 139.193
121.390 , 139.308
121.270 , 139.376
121.115 , 139.521
120.493 , 140.423
119.791 , 141.561
119.536 , 141.901
119.080 , 142.433
117.946 , 143.651
117.455 , 144.141
116.673 , 144.851
115.856 , 145.516
114.966 , 146.173
114.297 , 146.627
113.623 , 147.042
112.799 , 147.479
112.037 , 147.825
111.272 , 148.136
110.731 , 148.337
110.020 , 148.575
109.025 , 148.848
108.241 , 149.024
107.216 , 149.214
106.636 , 149.292
106.073 , 149.345
105.268 , 149.376
104.368 , 149.368
103.527 , 149.328
103.000 , 149.275
102.147 , 149.129
100.892 , 148.828
99.882 , 148.550
98.991 , 148.260
98.670 , 148.133
98.207 , 147.906
97.855 , 147.688
97.199 , 147.200
96.923 , 147.019
96.582 , 146.849
96.143 , 146.675
95.836 , 146.628
95.688 , 146.645
95.252 , 146.799
94.579 , 146.941
94.422 , 147.000
94.228 , 147.105
93.736 , 147.447
92.797 , 148.008
91.639 , 148.752
90.741 , 149.298
90.013 , 149.774
89.076 , 150.435
88.102 , 151.085
87.266 , 151.688
84.904 , 153.502
84.180 , 154.008
83.419 , 154.476
82.314 , 155.119
80.325 , 156.177
79.491 , 156.589
78.790 , 156.904
78.294 , 157.105
77.669 , 157.325
77.261 , 157.441
77.004 , 157.502
76.576 , 157.575
75.152 , 157.709
74.920 , 157.698
74.762 , 157.671
74.636 , 157.616
74.620 , 157.604
74.564 , 157.536
74.496 , 157.391
74.474 , 157.304
74.458 , 157.154
74.461 , 157.063
74.481 , 156.986
74.570 , 156.785
74.628 , 156.704
74.814 , 156.520
75.017 , 156.395
75.299 , 156.272
76.162 , 155.937
76.602 , 155.727
78.141 , 154.921
79.276 , 154.283
80.196 , 153.745
81.030 , 153.231
83.051 , 151.901
84.356 , 150.983
85.214 , 150.320
85.937 , 149.708
86.260 , 149.401
86.600 , 149.036
86.976 , 148.570
87.305 , 148.095
87.838 , 147.211
88.297 , 146.397
88.602 , 145.749
88.761 , 145.284
88.847 , 144.764
88.840 , 144.468
88.771 , 144.040
88.746 , 143.781
88.755 , 143.382
89.023 , 141.420
89.089 , 141.119
89.163 , 140.892
89.296 , 140.606
89.391 , 140.456
89.600 , 140.201
