; feature outer perimeter
128.882 , 144.291
129.390 , 144.460
130.096 , 144.786
130.764 , 145.188
131.240 , 145.539
131.754 , 146.006
132.176 , 146.468
132.663 , 147.111
133.088 , 147.748
133.487 , 148.418
133.930 , 149.272
134.104 , 149.656
134.493 , 150.601
134.669 , 151.103
134.861 , 151.714
135.401 , 153.657
135.601 , 154.513
135.744 , 155.284
135.885 , 156.288
135.964 , 157.270
135.934 , 157.478
135.891 , 157.572
135.786 , 157.732
135.543 , 158.006
135.306 , 158.243
135.146 , 158.374
135.007 , 158.452
134.962 , 158.464
134.800 , 158.470
133.829 , 158.358
132.228 , 158.096
129.494 , 157.576
127.245 , 157.286
126.762 , 157.201
126.150 , 157.066
125.343 , 156.854
124.982 , 156.743
124.168 , 156.453
123.771 , 156.275
123.537 , 156.146
123.090 , 155.836
122.873 , 155.652
122.655 , 155.427
122.232 , 154.956
122.128 , 154.817
121.730 , 154.267
121.412 , 153.685
121.255 , 153.355
121.032 , 152.729
120.884 , 152.218
120.735 , 151.630
120.291 , 149.657
120.188 , 149.314
120.065 , 148.966
119.931 , 148.667
119.808 , 148.457
119.616 , 148.222
119.484 , 148.099
119.260 , 147.926
119.022 , 147.802
118.756 , 147.698
117.658 , 147.457
117.219 , 147.317
117.030 , 147.232
116.646 , 147.002
115.734 , 146.309
115.420 , 146.106
115.042 , 145.890
114.079 , 145.423
111.766 , 144.413
110.162 , 143.659
109.189 , 143.161
108.411 , 142.739
107.623 , 142.287
106.832 , 141.805
106.046 , 141.296
105.272 , 140.761
104.513 , 140.200
103.777 , 139.615
103.070 , 139.006
102.398 , 138.371
101.762 , 137.714
101.166 , 137.037
100.617 , 136.339
100.120 , 135.624
99.677 , 134.891
99.282 , 134.145
98.928 , 133.389
98.610 , 132.627
98.321 , 131.863
98.058 , 131.101
97.815 , 130.343
97.614 , 129.655
97.413 , 128.840
97.158 , 127.689
96.974 , 126.456
96.919 , 125.970
96.778 , 125.109
96.654 , 124.720
96.507 , 124.477
96.201 , 124.194
95.889 , 124.045
95.609 , 124.122
95.392 , 124.285
94.914 , 124.816
94.256 , 125.504
94.065 , 125.665
93.707 , 125.889
93.475 , 126.004
93.233 , 126.096
92.982 , 126.159
92.724 , 126.193
92.459 , 126.201
92.191 , 126.177
91.933 , 126.112
91.691 , 126.003
91.568 , 125.917
91.485 , 125.858
91.318 , 125.678
91.195 , 125.469
91.113 , 125.233
91.070 , 124.978
91.063 , 124.713
91.093 , 124.443
91.165 , 124.169
91.282 , 123.887
91.437 , 123.604
91.630 , 123.322
92.593 , 122.201
92.856 , 121.939
93.057 , 121.704
93.655 , 121.137
94.069 , 120.844
95.126 , 120.226
95.445 , 120.020
95.575 , 119.900
95.800 , 119.738
95.948 , 119.594
96.163 , 119.356
96.557 , 118.821
97.255 , 117.717
97.378 , 117.477
97.644 , 117.042
97.719 , 116.891
98.362 , 115.870
98.661 , 115.482
98.934 , 115.228
99.160 , 115.122
99.359 , 115.133
99.582 , 115.249
99.831 , 115.482
100.167 , 115.901
100.507 , 116.397
100.760 , 116.811
100.882 , 117.041
101.488 , 117.958
101.862 , 118.387
102.292 , 118.751
102.627 , 118.907
103.036 , 118.995
103.543 , 119.040
104.289 , 119.027
105.161 , 119.049
105.591 , 119.080
106.011 , 119.140
106.631 , 119.301
107.028 , 119.432
107.647 , 119.710
108.456 , 119.986
108.913 , 120.215
109.140 , 120.375
109.320 , 120.584
109.419 , 120.787
109.475 , 121.005
109.493 , 121.226
109.477 , 121.438
109.403 , 121.716
109.359 , 121.824
109.264 , 121.978
109.121 , 122.137
108.920 , 122.304
108.714 , 122.417
108.489 , 122.492
108.269 , 122.526
108.047 , 122.528
107.468 , 122.441
107.245 , 122.425
106.780 , 122.425
106.426 , 122.446
105.745 , 122.430
105.367 , 122.439
104.432 , 122.333
104.109 , 122.356
103.769 , 122.411
103.445 , 122.522
103.243 , 122.719
103.155 , 123.053
103.182 , 123.369
103.290 , 123.801
103.431 , 124.209
103.677 , 124.766
104.101 , 125.602
104.606 , 126.469
104.864 , 126.865
105.553 , 127.735
106.352 , 128.647
107.639 , 130.003
110.028 , 132.458
111.428 , 133.945
113.062 , 135.742
115.180 , 138.166
116.583 , 139.739
117.283 , 140.469
117.622 , 140.780
117.953 , 141.048
118.278 , 141.273
118.564 , 141.431
118.858 , 141.562
119.980 , 141.914
120.192 , 142.004
120.389 , 142.116
120.575 , 142.252
120.756 , 142.414
121.315 , 143.005
121.604 , 143.281
121.754 , 143.390
122.013 , 143.537
122.306 , 143.633
122.621 , 143.691
122.939 , 143.718
123.309 , 143.738
125.036 , 143.751
126.125 , 143.810
127.236 , 143.937
128.286 , 144.133
